GAME_NAME,PLATFORM,PUBLISHER,REGION,REGION_SALES
Gears of War 2,X360,Microsoft Game Studios,JP,0.06
Gears of War 2,X360,Microsoft Game Studios,Other,0.64
Gears of War 2,X360,Microsoft Game Studios,NA,4.15
Uncharted 3: Drakes Deception,PS3,Sony Computer Entertainment,EU,2.75
Uncharted 3: Drakes Deception,PS3,Sony Computer Entertainment,JP,0.19
Uncharted 3: Drakes Deception,PS3,Sony Computer Entertainment,Other,1.03
Uncharted 3: Drakes Deception,PS3,Sony Computer Entertainment,NA,2.77
Zumba Fitness,Wii,505 Games,EU,2.6
Zumba Fitness,Wii,505 Games,JP,0.0
Zumba Fitness,Wii,505 Games,Other,0.66
Zumba Fitness,Wii,505 Games,NA,3.46
Call of Duty 4: Modern Warfare,PS3,Activision,EU,2.26
Call of Duty 4: Modern Warfare,PS3,Activision,JP,0.28
Call of Duty 4: Modern Warfare,PS3,Activision,Other,1.03
Call of Duty 4: Modern Warfare,PS3,Activision,NA,3.11
Uncharted 2: Among Thieves,PS3,Sony Computer Entertainment,EU,2.2
Uncharted 2: Among Thieves,PS3,Sony Computer Entertainment,JP,0.21
Uncharted 2: Among Thieves,PS3,Sony Computer Entertainment,Other,0.98
Uncharted 2: Among Thieves,PS3,Sony Computer Entertainment,NA,3.27
FIFA 12,PS3,Electronic Arts,EU,4.3
FIFA 12,PS3,Electronic Arts,JP,0.11
FIFA 12,PS3,Electronic Arts,Other,1.4
FIFA 12,PS3,Electronic Arts,NA,0.84
Big Brain Academy,DS,Nintendo,EU,2.75
Big Brain Academy,DS,Nintendo,JP,1.6
Big Brain Academy,DS,Nintendo,Other,0.62
Big Brain Academy,DS,Nintendo,NA,1.66
The Legend of Zelda,NES,Nintendo,EU,0.93
The Legend of Zelda,NES,Nintendo,JP,1.69
The Legend of Zelda,NES,Nintendo,Other,0.14
The Legend of Zelda,NES,Nintendo,NA,3.74
Red Dead Redemption,PS3,Take-Two Interactive,EU,2.53
Red Dead Redemption,PS3,Take-Two Interactive,JP,0.17
Red Dead Redemption,PS3,Take-Two Interactive,Other,1.0
Red Dead Redemption,PS3,Take-Two Interactive,NA,2.8
FIFA 14,PS3,Electronic Arts,EU,4.24
FIFA 14,PS3,Electronic Arts,JP,0.07
FIFA 14,PS3,Electronic Arts,Other,1.38
FIFA 14,PS3,Electronic Arts,NA,0.79
Donkey Kong Country Returns,Wii,Nintendo,EU,1.8
Donkey Kong Country Returns,Wii,Nintendo,JP,1.03
Donkey Kong Country Returns,Wii,Nintendo,Other,0.46
Donkey Kong Country Returns,Wii,Nintendo,NA,3.18
Assassins Creed III,PS3,Ubisoft,EU,2.52
Assassins Creed III,PS3,Ubisoft,JP,0.16
Assassins Creed III,PS3,Ubisoft,Other,1.12
Assassins Creed III,PS3,Ubisoft,NA,2.65
Halo: Combat Evolved,X,Microsoft Game Studios,EU,1.3
Halo: Combat Evolved,X,Microsoft Game Studios,JP,0.08
Halo: Combat Evolved,X,Microsoft Game Studios,Other,0.07
Halo: Combat Evolved,X,Microsoft Game Studios,NA,4.98
The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,EU,2.61
The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,JP,0.25
The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,Other,1.0
The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,NA,2.56
Pok\xc3\xa9mon Emerald Version,GBA,Nintendo,EU,1.58
Pok\xc3\xa9mon Emerald Version,GBA,Nintendo,JP,2.06
Pok\xc3\xa9mon Emerald Version,GBA,Nintendo,Other,0.21
Pok\xc3\xa9mon Emerald Version,GBA,Nintendo,NA,2.57
Kingdom Hearts,PS2,Sony Computer Entertainment,EU,1.2
Kingdom Hearts,PS2,Sony Computer Entertainment,JP,1.49
Kingdom Hearts,PS2,Sony Computer Entertainment,Other,0.07
Kingdom Hearts,PS2,Sony Computer Entertainment,NA,3.64
Pok\xc3\xa9mon Crystal Version,G,Nintendo,EU,1.56
Pok\xc3\xa9mon Crystal Version,G,Nintendo,JP,1.29
Pok\xc3\xa9mon Crystal Version,G,Nintendo,Other,0.99
Pok\xc3\xa9mon Crystal Version,G,Nintendo,NA,2.55
Red Dead Redemption,X360,Take-Two Interactive,EU,1.97
Red Dead Redemption,X360,Take-Two Interactive,JP,0.09
Red Dead Redemption,X360,Take-Two Interactive,Other,0.58
Red Dead Redemption,X360,Take-Two Interactive,NA,3.71
Halo 3: ODST,X360,Microsoft Game Studios,EU,1.34
Halo 3: ODST,X360,Microsoft Game Studios,JP,0.06
Halo 3: ODST,X360,Microsoft Game Studios,Other,0.61
Halo 3: ODST,X360,Microsoft Game Studios,NA,4.34
Super Mario Sunshine,GC,Nintendo,EU,1.26
Super Mario Sunshine,GC,Nintendo,JP,0.87
Super Mario Sunshine,GC,Nintendo,Other,0.17
Super Mario Sunshine,GC,Nintendo,NA,4.01
World of Warcraft,PC,Activision,EU,6.22
World of Warcraft,PC,Activision,JP,0.0
World of Warcraft,PC,Activision,Other,0.0
World of Warcraft,PC,Activision,NA,0.09
Street Fighter II: The World Warrior,SNES,Capcom,EU,0.83
Street Fighter II: The World Warrior,SNES,Capcom,JP,2.87
Street Fighter II: The World Warrior,SNES,Capcom,Other,0.12
Street Fighter II: The World Warrior,SNES,Capcom,NA,2.47
Driver,PS,GT Interactive,EU,2.8
Wii Sports,Wii,Nintendo,EU,28.96
Wii Sports,Wii,Nintendo,JP,3.77
Wii Sports,Wii,Nintendo,Other,8.45
Wii Sports,Wii,Nintendo,NA,41.36
Super Mario Bros.,NES,Nintendo,EU,3.58
Super Mario Bros.,NES,Nintendo,JP,6.81
Super Mario Bros.,NES,Nintendo,Other,0.77
Super Mario Bros.,NES,Nintendo,NA,29.08
Mario Kart Wii,Wii,Nintendo,EU,12.8
Mario Kart Wii,Wii,Nintendo,JP,3.79
Mario Kart Wii,Wii,Nintendo,Other,3.29
Mario Kart Wii,Wii,Nintendo,NA,15.68
Wii Sports Resort,Wii,Nintendo,EU,10.95
Wii Sports Resort,Wii,Nintendo,JP,3.28
Wii Sports Resort,Wii,Nintendo,Other,2.95
Wii Sports Resort,Wii,Nintendo,NA,15.61
Pokemon Red/Pokemon Blue,G,Nintendo,EU,8.89
Pokemon Red/Pokemon Blue,G,Nintendo,JP,10.22
Pokemon Red/Pokemon Blue,G,Nintendo,Other,1.0
Pokemon Red/Pokemon Blue,G,Nintendo,NA,11.27
Tetris,G,Nintendo,EU,2.26
Tetris,G,Nintendo,JP,4.22
Tetris,G,Nintendo,Other,0.58
Tetris,G,Nintendo,NA,23.2
New Super Mario Bros.,DS,Nintendo,EU,9.15
New Super Mario Bros.,DS,Nintendo,JP,6.5
New Super Mario Bros.,DS,Nintendo,Other,2.88
New Super Mario Bros.,DS,Nintendo,NA,11.28
Wii Play,Wii,Nintendo,EU,9.18
Wii Play,Wii,Nintendo,JP,2.93
Wii Play,Wii,Nintendo,Other,2.84
Wii Play,Wii,Nintendo,NA,13.96
New Super Mario Bros. Wii,Wii,Nintendo,EU,6.95
New Super Mario Bros. Wii,Wii,Nintendo,JP,4.7
New Super Mario Bros. Wii,Wii,Nintendo,Other,2.25
New Super Mario Bros. Wii,Wii,Nintendo,NA,14.48
Duck Hunt,NES,Nintendo,EU,0.63
Duck Hunt,NES,Nintendo,JP,0.28
Duck Hunt,NES,Nintendo,Other,0.47
Duck Hunt,NES,Nintendo,NA,26.93
Nintendogs,DS,Nintendo,EU,10.95
Nintendogs,DS,Nintendo,JP,1.93
Nintendogs,DS,Nintendo,Other,2.74
Nintendogs,DS,Nintendo,NA,9.05
Mario Kart DS,DS,Nintendo,EU,7.48
Mario Kart DS,DS,Nintendo,JP,4.13
Mario Kart DS,DS,Nintendo,Other,1.9
Mario Kart DS,DS,Nintendo,NA,9.71
Pokemon Gold/Pokemon Silver,G,Nintendo,EU,6.18
Pokemon Gold/Pokemon Silver,G,Nintendo,JP,7.2
Pokemon Gold/Pokemon Silver,G,Nintendo,Other,0.71
Pokemon Gold/Pokemon Silver,G,Nintendo,NA,9.0
Wii Fit,Wii,Nintendo,EU,8.03
Wii Fit,Wii,Nintendo,JP,3.6
Wii Fit,Wii,Nintendo,Other,2.15
Wii Fit,Wii,Nintendo,NA,8.92
Kinect Adventures!,X360,Microsoft Game Studios,EU,4.91
Kinect Adventures!,X360,Microsoft Game Studios,JP,0.24
Kinect Adventures!,X360,Microsoft Game Studios,Other,1.69
Kinect Adventures!,X360,Microsoft Game Studios,NA,15.02
Wii Fit Plus,Wii,Nintendo,EU,8.49
Wii Fit Plus,Wii,Nintendo,JP,2.53
Wii Fit Plus,Wii,Nintendo,Other,1.77
Wii Fit Plus,Wii,Nintendo,NA,9.01
Grand Theft Auto V,PS3,Take-Two Interactive,EU,9.14
Grand Theft Auto V,PS3,Take-Two Interactive,JP,0.98
Grand Theft Auto V,PS3,Take-Two Interactive,Other,3.97
Grand Theft Auto V,PS3,Take-Two Interactive,NA,7.02
Grand Theft Auto: San Andreas,PS2,Take-Two Interactive,EU,0.4
Grand Theft Auto: San Andreas,PS2,Take-Two Interactive,JP,0.41
Grand Theft Auto: San Andreas,PS2,Take-Two Interactive,Other,10.57
Grand Theft Auto: San Andreas,PS2,Take-Two Interactive,NA,9.43
Super Mario World,SNES,Nintendo,EU,3.75
Super Mario World,SNES,Nintendo,JP,3.54
Super Mario World,SNES,Nintendo,Other,0.55
Super Mario World,SNES,Nintendo,NA,12.78
Brain Age: Train Your Brain in Minutes a Day,DS,Nintendo,EU,9.2
Brain Age: Train Your Brain in Minutes a Day,DS,Nintendo,JP,4.16
Brain Age: Train Your Brain in Minutes a Day,DS,Nintendo,Other,2.04
Brain Age: Train Your Brain in Minutes a Day,DS,Nintendo,NA,4.74
Pokemon Diamond/Pokemon Pearl,DS,Nintendo,EU,4.46
Pokemon Diamond/Pokemon Pearl,DS,Nintendo,JP,6.04
Pokemon Diamond/Pokemon Pearl,DS,Nintendo,Other,1.36
Pokemon Diamond/Pokemon Pearl,DS,Nintendo,NA,6.38
Super Mario Land,G,Nintendo,EU,2.71
Super Mario Land,G,Nintendo,JP,4.18
Super Mario Land,G,Nintendo,Other,0.42
Super Mario Land,G,Nintendo,NA,10.83
Super Mario Bros. 3,NES,Nintendo,EU,3.44
Super Mario Bros. 3,NES,Nintendo,JP,3.84
Super Mario Bros. 3,NES,Nintendo,Other,0.46
Super Mario Bros. 3,NES,Nintendo,NA,9.54
Grand Theft Auto V,X360,Take-Two Interactive,EU,5.17
Grand Theft Auto V,X360,Take-Two Interactive,JP,0.06
Grand Theft Auto V,X360,Take-Two Interactive,Other,1.41
Grand Theft Auto V,X360,Take-Two Interactive,NA,9.66
Grand Theft Auto: Vice City,PS2,Take-Two Interactive,EU,5.49
Grand Theft Auto: Vice City,PS2,Take-Two Interactive,JP,0.47
Grand Theft Auto: Vice City,PS2,Take-Two Interactive,Other,1.78
Grand Theft Auto: Vice City,PS2,Take-Two Interactive,NA,8.41
Pokemon Ruby/Pokemon Sapphire,GBA,Nintendo,EU,3.9
Pokemon Ruby/Pokemon Sapphire,GBA,Nintendo,JP,5.38
Pokemon Ruby/Pokemon Sapphire,GBA,Nintendo,Other,0.5
Pokemon Ruby/Pokemon Sapphire,GBA,Nintendo,NA,6.06
Brain Age 2: More Training in Minutes a Day,DS,Nintendo,EU,5.35
Brain Age 2: More Training in Minutes a Day,DS,Nintendo,JP,5.32
Brain Age 2: More Training in Minutes a Day,DS,Nintendo,Other,1.18
Brain Age 2: More Training in Minutes a Day,DS,Nintendo,NA,3.43
Pokemon Black/Pokemon White,DS,Nintendo,EU,3.18
Pokemon Black/Pokemon White,DS,Nintendo,JP,5.66
Pokemon Black/Pokemon White,DS,Nintendo,Other,0.8
Pokemon Black/Pokemon White,DS,Nintendo,NA,5.51
Gran Turismo 3: A-Spec,PS2,Sony Computer Entertainment,EU,5.09
Gran Turismo 3: A-Spec,PS2,Sony Computer Entertainment,JP,1.87
Gran Turismo 3: A-Spec,PS2,Sony Computer Entertainment,Other,1.16
Gran Turismo 3: A-Spec,PS2,Sony Computer Entertainment,NA,6.85
Pokemon X/Pokemon Y,3DS,Nintendo,EU,4.37
Pokemon X/Pokemon Y,3DS,Nintendo,JP,4.36
Pokemon X/Pokemon Y,3DS,Nintendo,Other,0.8
Pokemon X/Pokemon Y,3DS,Nintendo,NA,5.39
Call of Duty: Black Ops 3,PS4,Activision,EU,5.95
Call of Duty: Black Ops 3,PS4,Activision,JP,0.36
Call of Duty: Black Ops 3,PS4,Activision,Other,2.41
Call of Duty: Black Ops 3,PS4,Activision,NA,6.08
Call of Duty: Modern Warfare 3,X360,Activision,EU,4.26
Call of Duty: Modern Warfare 3,X360,Activision,JP,0.13
Call of Duty: Modern Warfare 3,X360,Activision,Other,1.33
Call of Duty: Modern Warfare 3,X360,Activision,NA,9.06
Call of Duty: Black Ops,X360,Activision,EU,3.7
Call of Duty: Black Ops,X360,Activision,JP,0.11
Call of Duty: Black Ops,X360,Activision,Other,1.13
Call of Duty: Black Ops,X360,Activision,NA,9.73
Pok\xc3\xa9mon Yellow: Special Pikachu Edition,G,Nintendo,EU,5.04
Pok\xc3\xa9mon Yellow: Special Pikachu Edition,G,Nintendo,JP,3.12
Pok\xc3\xa9mon Yellow: Special Pikachu Edition,G,Nintendo,Other,0.59
Pok\xc3\xa9mon Yellow: Special Pikachu Edition,G,Nintendo,NA,5.89
Call of Duty: Black Ops II,PS3,Activision,EU,5.73
Call of Duty: Black Ops II,PS3,Activision,JP,0.65
Call of Duty: Black Ops II,PS3,Activision,Other,2.42
Call of Duty: Black Ops II,PS3,Activision,NA,4.99
Call of Duty: Black Ops II,X360,Activision,EU,4.26
Call of Duty: Black Ops II,X360,Activision,JP,0.07
Call of Duty: Black Ops II,X360,Activision,Other,1.12
Call of Duty: Black Ops II,X360,Activision,NA,8.25
EyeToy Play,PS2,Sony Computer Entertainment,EU,2.3
EyeToy Play,PS2,Sony Computer Entertainment,JP,0.2
EyeToy Play,PS2,Sony Computer Entertainment,Other,0.83
EyeToy Play,PS2,Sony Computer Entertainment,NA,0.88
Assassins Creed: Revelations,X360,Ubisoft,EU,1.47
Assassins Creed: Revelations,X360,Ubisoft,JP,0.04
Assassins Creed: Revelations,X360,Ubisoft,Other,0.43
Assassins Creed: Revelations,X360,Ubisoft,NA,2.25
Gran Turismo 5 Prologue,PS3,Sony Computer Entertainment,EU,1.82
Gran Turismo 5 Prologue,PS3,Sony Computer Entertainment,JP,0.57
Gran Turismo 5 Prologue,PS3,Sony Computer Entertainment,Other,0.52
Gran Turismo 5 Prologue,PS3,Sony Computer Entertainment,NA,1.28
FIFA 12,X360,Electronic Arts,EU,2.78
FIFA 12,X360,Electronic Arts,JP,0.02
FIFA 12,X360,Electronic Arts,Other,0.53
FIFA 12,X360,Electronic Arts,NA,0.85
Teenage Mutant Ninja Turtles,NES,Palcom,EU,0.44
Teenage Mutant Ninja Turtles,NES,Palcom,JP,0.31
Teenage Mutant Ninja Turtles,NES,Palcom,Other,0.04
Teenage Mutant Ninja Turtles,NES,Palcom,NA,3.38
Street Fighter IV,PS3,Capcom,EU,1.04
Street Fighter IV,PS3,Capcom,JP,0.58
Street Fighter IV,PS3,Capcom,Other,0.52
Street Fighter IV,PS3,Capcom,NA,2.03
Excitebike,NES,Nintendo,EU,0.48
Excitebike,NES,Nintendo,JP,1.57
Excitebike,NES,Nintendo,Other,0.07
Excitebike,NES,Nintendo,NA,2.04
Frogger,PS,Hasbro Interactive,EU,0.27
Frogger,PS,Hasbro Interactive,JP,0.0
Frogger,PS,Hasbro Interactive,Other,0.11
Frogger,PS,Hasbro Interactive,NA,3.79
Madden NFL 2003,PS2,Electronic Arts,EU,0.21
Madden NFL 2003,PS2,Electronic Arts,JP,0.01
Madden NFL 2003,PS2,Electronic Arts,Other,0.56
Madden NFL 2003,PS2,Electronic Arts,NA,3.36
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,EU,2.22
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,JP,0.23
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Other,0.62
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,NA,1.07
Half-Life,PC,Vivendi Games,EU,0.0
Half-Life,PC,Vivendi Games,JP,0.09
Half-Life,PC,Vivendi Games,Other,0.0
Half-Life,PC,Vivendi Games,NA,4.03
Super Mario World 2: Yoshis Island,SNES,Nintendo,EU,0.61
Super Mario World 2: Yoshis Island,SNES,Nintendo,JP,1.76
Super Mario World 2: Yoshis Island,SNES,Nintendo,Other,0.09
Super Mario World 2: Yoshis Island,SNES,Nintendo,NA,1.65
FIFA Soccer 07,PS2,Electronic Arts,EU,2.48
FIFA Soccer 07,PS2,Electronic Arts,JP,0.03
FIFA Soccer 07,PS2,Electronic Arts,Other,0.89
FIFA Soccer 07,PS2,Electronic Arts,NA,0.71
Street Fighter II Turbo,SNES,Capcom,EU,0.51
Street Fighter II Turbo,SNES,Capcom,JP,2.1
Street Fighter II Turbo,SNES,Capcom,Other,0.07
Street Fighter II Turbo,SNES,Capcom,NA,1.42
Watch Dogs,PS4,Ubisoft,EU,1.93
Watch Dogs,PS4,Ubisoft,JP,0.11
Watch Dogs,PS4,Ubisoft,Other,0.65
Watch Dogs,PS4,Ubisoft,NA,1.4
World of Warcraft: The Burning Crusade,PC,Activision,EU,1.52
World of Warcraft: The Burning Crusade,PC,Activision,JP,0.0
World of Warcraft: The Burning Crusade,PC,Activision,Other,0.0
World of Warcraft: The Burning Crusade,PC,Activision,NA,2.57
Batman: Arkham Knight,PS4,Warner Bros. Interactive Entertainment,EU,1.73
Batman: Arkham Knight,PS4,Warner Bros. Interactive Entertainment,JP,0.11
Batman: Arkham Knight,PS4,Warner Bros. Interactive Entertainment,Other,0.66
Batman: Arkham Knight,PS4,Warner Bros. Interactive Entertainment,NA,1.59
God of War II,PS2,Sony Computer Entertainment,EU,0.04
God of War II,PS2,Sony Computer Entertainment,JP,0.04
God of War II,PS2,Sony Computer Entertainment,Other,1.67
God of War II,PS2,Sony Computer Entertainment,NA,2.32
Far Cry 4,PS4,Ubisoft,EU,2.18
Far Cry 4,PS4,Ubisoft,JP,0.1
Far Cry 4,PS4,Ubisoft,Other,0.63
Far Cry 4,PS4,Ubisoft,NA,1.15
Fallout: New Vegas,X360,Bethesda Softworks,EU,1.03
Fallout: New Vegas,X360,Bethesda Softworks,JP,0.04
Fallout: New Vegas,X360,Bethesda Softworks,Other,0.33
Fallout: New Vegas,X360,Bethesda Softworks,NA,2.66
World Soccer Winning Eleven 9,PS2,Konami Digital Entertainment,EU,2.26
World Soccer Winning Eleven 9,PS2,Konami Digital Entertainment,JP,0.9
World Soccer Winning Eleven 9,PS2,Konami Digital Entertainment,Other,0.77
World Soccer Winning Eleven 9,PS2,Konami Digital Entertainment,NA,0.12
Carnival Games,Wii,Take-Two Interactive,EU,1.47
Carnival Games,Wii,Take-Two Interactive,JP,0.05
Carnival Games,Wii,Take-Two Interactive,Other,0.42
Carnival Games,Wii,Take-Two Interactive,NA,2.12
Forza Motorsport 2,X360,Microsoft Game Studios,EU,1.27
Forza Motorsport 2,X360,Microsoft Game Studios,JP,0.03
Forza Motorsport 2,X360,Microsoft Game Studios,Other,0.41
Forza Motorsport 2,X360,Microsoft Game Studios,NA,2.35
Namco Museum Vol.3,PS,Sony Computer Entertainment,EU,1.55
Namco Museum Vol.3,PS,Sony Computer Entertainment,JP,0.16
Namco Museum Vol.3,PS,Sony Computer Entertainment,Other,0.06
Namco Museum Vol.3,PS,Sony Computer Entertainment,NA,2.28
Tekken Tag Tournament,PS2,Namco Bandai Games,EU,1.51
Tekken Tag Tournament,PS2,Namco Bandai Games,JP,0.51
Tekken Tag Tournament,PS2,Namco Bandai Games,Other,0.35
Tekken Tag Tournament,PS2,Namco Bandai Games,NA,1.68
Star Fox 64,N64,Nintendo,EU,0.58
Star Fox 64,N64,Nintendo,JP,0.64
Star Fox 64,N64,Nintendo,Other,0.04
Star Fox 64,N64,Nintendo,NA,2.78
Golf,NES,Nintendo,EU,0.28
Golf,NES,Nintendo,JP,2.46
Golf,NES,Nintendo,Other,0.04
Golf,NES,Nintendo,NA,1.22
Tom Clancys The Division,PS4,Ubisoft,EU,1.85
Tom Clancys The Division,PS4,Ubisoft,JP,0.15
Tom Clancys The Division,PS4,Ubisoft,Other,0.63
Tom Clancys The Division,PS4,Ubisoft,NA,1.37
Assassins Creed: Unity,PS4,Ubisoft,EU,2.09
Assassins Creed: Unity,PS4,Ubisoft,JP,0.08
Assassins Creed: Unity,PS4,Ubisoft,Other,0.63
Assassins Creed: Unity,PS4,Ubisoft,NA,1.2
Namco Museum: 50th Anniversary,PS2,Namco Bandai Games,EU,1.35
Namco Museum: 50th Anniversary,PS2,Namco Bandai Games,JP,0.0
Namco Museum: 50th Anniversary,PS2,Namco Bandai Games,Other,0.54
Namco Museum: 50th Anniversary,PS2,Namco Bandai Games,NA,2.08
Left 4 Dead 2,X360,Electronic Arts,EU,0.87
Left 4 Dead 2,X360,Electronic Arts,JP,0.05
Left 4 Dead 2,X360,Electronic Arts,Other,0.38
Left 4 Dead 2,X360,Electronic Arts,NA,2.67
Fallout 3,PS3,Bethesda Softworks,EU,1.13
Fallout 3,PS3,Bethesda Softworks,JP,0.07
Fallout 3,PS3,Bethesda Softworks,Other,0.59
Fallout 3,PS3,Bethesda Softworks,NA,2.16
The Legend of Zelda: Skyward Sword,Wii,Nintendo,EU,1.17
The Legend of Zelda: Skyward Sword,Wii,Nintendo,JP,0.37
The Legend of Zelda: Skyward Sword,Wii,Nintendo,Other,0.38
The Legend of Zelda: Skyward Sword,Wii,Nintendo,NA,2.03
Professor Layton and the Diabolical Box,DS,Nintendo,EU,1.76
Professor Layton and the Diabolical Box,DS,Nintendo,JP,0.92
Professor Layton and the Diabolical Box,DS,Nintendo,Other,0.37
Professor Layton and the Diabolical Box,DS,Nintendo,NA,0.9
The Elder Scrolls V: Skyrim,PC,Bethesda Softworks,EU,2.16
The Elder Scrolls V: Skyrim,PC,Bethesda Softworks,JP,0.0
Ratchet & Clank,PS2,Sony Computer Entertainment,EU,1.01
Ratchet & Clank,PS2,Sony Computer Entertainment,JP,0.57
Ratchet & Clank,PS2,Sony Computer Entertainment,Other,0.3
Ratchet & Clank,PS2,Sony Computer Entertainment,NA,1.44
Star Wars Episode III: Revenge of the Sith,PS2,LucasArts,EU,1.39
Star Wars Episode III: Revenge of the Sith,PS2,LucasArts,JP,0.03
Star Wars Episode III: Revenge of the Sith,PS2,LucasArts,Other,0.43
Star Wars Episode III: Revenge of the Sith,PS2,LucasArts,NA,1.47
The Legend of Zelda: Spirit Tracks,DS,Nintendo,EU,0.91
The Legend of Zelda: Spirit Tracks,DS,Nintendo,JP,0.74
The Legend of Zelda: Spirit Tracks,DS,Nintendo,Other,0.26
The Legend of Zelda: Spirit Tracks,DS,Nintendo,NA,1.4
Max Payne,PS2,Take-Two Interactive,EU,1.05
Max Payne,PS2,Take-Two Interactive,JP,0.05
Max Payne,PS2,Take-Two Interactive,Other,0.22
Max Payne,PS2,Take-Two Interactive,NA,1.99
Halo: The Master Chief Collection,XOne,Microsoft Game Studios,EU,1.0
Halo: The Master Chief Collection,XOne,Microsoft Game Studios,JP,0.03
Halo: The Master Chief Collection,XOne,Microsoft Game Studios,Other,0.3
Halo: The Master Chief Collection,XOne,Microsoft Game Studios,NA,1.98
Assassins Creed IV: Black Flag,X360,Ubisoft,EU,1.11
Assassins Creed IV: Black Flag,X360,Ubisoft,JP,0.01
Assassins Creed IV: Black Flag,X360,Ubisoft,Other,0.29
Assassins Creed IV: Black Flag,X360,Ubisoft,NA,1.9
Minecraft,XOne,Microsoft Game Studios,EU,1.04
Minecraft,XOne,Microsoft Game Studios,JP,0.0
Minecraft,XOne,Microsoft Game Studios,Other,0.3
Minecraft,XOne,Microsoft Game Studios,NA,1.97
The Lord of the Rings: The Return of the King,PS2,Electronic Arts,EU,1.28
The Lord of the Rings: The Return of the King,PS2,Electronic Arts,JP,0.05
The Lord of the Rings: The Return of the King,PS2,Electronic Arts,Other,0.46
The Lord of the Rings: The Return of the King,PS2,Electronic Arts,NA,1.5
Super Mario Maker,WiiU,Nintendo,EU,0.92
Super Mario Maker,WiiU,Nintendo,JP,0.95
Super Mario Maker,WiiU,Nintendo,Other,0.2
Super Mario Maker,WiiU,Nintendo,NA,1.21
Gran Turismo 6,PS3,Sony Computer Entertainment,EU,1.68
Gran Turismo 6,PS3,Sony Computer Entertainment,JP,0.4
Gran Turismo 6,PS3,Sony Computer Entertainment,Other,0.45
Gran Turismo 6,PS3,Sony Computer Entertainment,NA,0.74
True Crime: Streets of LA,PS2,Activision,EU,1.05
True Crime: Streets of LA,PS2,Activision,JP,0.02
True Crime: Streets of LA,PS2,Activision,Other,0.31
True Crime: Streets of LA,PS2,Activision,NA,1.89
Professor Layton and the Unwound Future,DS,Nintendo,EU,1.57
Professor Layton and the Unwound Future,DS,Nintendo,JP,0.82
Professor Layton and the Unwound Future,DS,Nintendo,Other,0.27
Professor Layton and the Unwound Future,DS,Nintendo,NA,0.61
FIFA 16,XOne,Electronic Arts,EU,2.12
FIFA 16,XOne,Electronic Arts,JP,0.0
FIFA 16,XOne,Electronic Arts,Other,0.24
FIFA 16,XOne,Electronic Arts,NA,0.9
Gran Turismo (PSP),PSP,Sony Computer Entertainment,EU,1.58
Gran Turismo (PSP),PSP,Sony Computer Entertainment,JP,0.31
Gran Turismo (PSP),PSP,Sony Computer Entertainment,Other,0.87
Gran Turismo (PSP),PSP,Sony Computer Entertainment,NA,0.5
Madden NFL 16,PS4,Electronic Arts,EU,0.3
Madden NFL 16,PS4,Electronic Arts,JP,0.0
Madden NFL 16,PS4,Electronic Arts,Other,0.6
Madden NFL 16,PS4,Electronic Arts,NA,2.35
Wii Music,Wii,Nintendo,EU,1.11
Wii Music,Wii,Nintendo,JP,0.46
Wii Music,Wii,Nintendo,Other,0.32
Wii Music,Wii,Nintendo,NA,1.35
Tekken,PS,Sony Computer Entertainment,EU,1.3
Tekken,PS,Sony Computer Entertainment,JP,0.77
Tekken,PS,Sony Computer Entertainment,Other,0.22
Tekken,PS,Sony Computer Entertainment,NA,0.95
FIFA 17,XOne,Electronic Arts,EU,2.3
FIFA 17,XOne,Electronic Arts,JP,0.0
FIFA 17,XOne,Electronic Arts,Other,0.22
FIFA 17,XOne,Electronic Arts,NA,0.72
The Sims 4,PC,Electronic Arts,EU,1.93
