GAME_NAME,GENRE
Doshin the Giant,Simulation
Nights of Azure,Action
Maximum Force,Shooter
Back At The Barnyard: Slop Bucket Games,Sports
Tenchu San Portable,Action
TwinBee,Shooter
New Super Mario Bros. 2,Platform
Cool Boarders 2,Sports
Digimon World: Dawn / Dusk,Role-Playing
S.Y.K: Shinsetsu Saiyuuki Portable,Adventure
Tony Hawks Pro Skater 4,Sports
Uta no Prince-Sama: Music 2,Adventure
NHL 99,Sports
WWF SmackDown! Just Bring It,Fighting
Yakuza Kiwami,Adventure
LEGO Dimensions,Action
Tekken Advance,Fighting
Wonder Pets! Save the Animals!,Adventure
Disney's Kim Possible 2: Drakkens Demise,Platform
Tamagotchi no Narikiri Challenge,Action
Monopoly Collection,Misc
Powerdrome,Racing
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,Misc
Danganronpa: Trigger Happy Havoc,Misc
Tomb Raider (2013),Action
Harvest Moon: More Friends of Mineral Town,Simulation
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",Sports
SD Gundam GNext,Strategy
Star Wars: Lethal Alliance,Action
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,Action
Armored Core SL: Silent Line Portable,Simulation
Backyard Wrestling 2: There Goes the Neighborhood,Fighting
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,Sports
Dungeons & Dragons Anthology: The Master Collection,Misc
Shadow Hearts: From The New World,Role-Playing
Disney's Home on the Range,Action
Bratz Ponyz 2,Adventure
My Japanese Coach,Misc
TERA,Role-Playing
Pac-Man Collection,Puzzle
J-League Soccer: Prime Goal,Sports
The Rise of the Argonauts,Role-Playing
SingStar: Back to the 80s,Misc
The Witcher,Role-Playing
Pet Pals: Animal Doctor,Simulation
Every Extend Extra,Shooter
Close Combat: First to Fight,Shooter
World Championship Rugby,Sports
Silent Hill 2: Restless Dreams,Action
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,Sports
Derby Stallion 64,Sports
Ro-Kyu-Bu!,Adventure
Namco Museum Megamix,Misc
Felony 11-79,Racing
Loading Human,Adventure
Kisuato,Adventure
Atari Anniversary Edition Redux,Misc
The Legend of Zelda: Oracle of Seasons,Adventure
Tom Clancys The Division,Shooter
Dead or Alive,Fighting
World of Outlaws: Sprint Cars,Racing
Style Savvy,Simulation
Hot Shots Golf: Open Tee,Sports
Create,Action
Destruction Derby,Racing
"Blast Works: Build, Trade, Destroy",Shooter
Chronicles of Mystery: The Scorpio Ritual,Adventure
Harvest Moon: Tree of Tranquility,Simulation
Kaitou Rousseau,Action
Agatha Christies The ABC Murders,Adventure
Beetle Adventure Racing!,Racing
Super Mario Bros.: The Lost Levels,Platform
Godzilla: Destroy All Monsters Melee,Fighting
Mega Man Battle Network 5: Team Colonel / Protoman,Role-Playing
Jewel Quest 6: The Sapphire Dragon,Puzzle
Kung Fu Panda,Action
Samba De Amigo,Misc
Sudeki,Role-Playing
Eschatos,Shooter
My Animal Centre,Simulation
Dark Summit,Sports
Tamagotchi,Simulation
Kurogane Kaikitan,Adventure
High School Musical: Sing It!,Misc
Age of Empires: Collectors Edition,Strategy
Advance Wars: Dual Strike,Strategy
WipEout Fusion,Racing
One Piece: Grand Battle!,Fighting
Kaite Shabette Hajimeyou! Monster Farm DS,Role-Playing
Bubble Bobble also featuring Rainbow Islands,Puzzle
Dead to Rights,Shooter
Virtua Quest,Role-Playing
Tongari Boushi to Oshare na Mahou Tsukai,Action
Winx Club: Quest for the Codex,Action
The Legend of Heroes VII: The Trail of Blue,Role-Playing
Racing Lagoon,Racing
SingStar Singalong With Disney,Misc
Dengeki Gakuen RPG: Cross of Venus Special,Role-Playing
Farming Simulator 2012,Simulation
Captain Earth: Mind Labyrinth,Adventure
Crash Bash,Misc
Digimon Digital Card Battle,Strategy
Operation: Vietnam,Shooter
Dragon Ball Z: Idainaru Dragon Ball Densetsu,Fighting
Chou!! Super Nep League DS,Sports
Medieval Games,Action
Mario Party: Island Tour,Misc
Fate/Tiger Colosseum,Fighting
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,Adventure
Metal Gear Solid 3: Snake Eater,Action
NEVES,Puzzle
Ninja Gaiden Black,Action
Pro Race Driver,Racing
Jikkyou Powerful Pro Yakyuu 2012,Action
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",Misc
Pacific Liberator,Action
Winter Sports 2011,Sports
Time and Eternity,Role-Playing
Nyaruko-San: Nafushigatai Game no You na Mono,Adventure
Gaist Crusher God,Action
Spider-Man: The Movie,Action
Jet Moto 2,Racing
This War of Mine,Action
Dungeon Keeper 2,Action
Space Channel 5 Special Edition,Misc
Elven Legacy Collection,Strategy
Woody Woodpecker: Escape from Buzz Buzzard Park,Platform
Battlefield 1942,Shooter
Spot Goes to Hollywood,Platform
Asuras Wrath,Action
Wedding Dash,Action
Naruto Shippuuden: Shinobi Retsuden III,Action
The Binding of Isaac,Action
WWE 13,Action
XXX,Action
Donkey Kong Barrel Blast,Racing
Scratches,Adventure
ESPN NFL 2K5,Sports
Avatar: The Game,Action
Dead or Alive: Dimensions,Fighting
Rock Band: Metal Track Pack,Misc
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,Adventure
Thunderbirds,Shooter
The Incredibles: Rise of the Underminer,Action
Fatal Fury,Fighting
Cake Mania: In The Mix!,Puzzle
Super Mario Bros. 2,Platform
Unreal Tournament III,Shooter
Over G Fighters,Simulation
Daniel X: The Ultimate Power,Action
Jumble Madness,Puzzle
Chicken Hunter,Shooter
Indianapolis 500 Legends,Racing
The King of Fighters 95 (CD),Fighting
Phoenix Wright: Ace Attorney,Adventure
The Mummy,Action
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,Misc
New Play Control! Pikmin,Strategy
DoDonPachi Daifukkatsu: Black Label,Shooter
The Dark Spire,Role-Playing
Tearaway,Adventure
Inazuma Eleven GO 3: Galaxy,Sports
Street Sk8er,Sports
Drake & Josh: Talent Showdown,Adventure
Roogoo Attack!,Puzzle
Resident Evil 4 HD,Shooter
Ben 10 Galactic Racing,Racing
Naruto: Ninja Council 2 European Version,Fighting
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,Strategy
Mai-Otome Hime: Otome Butou Shi,Fighting
Vitamin Z: Graduation,Adventure
Rally Fusion: Race of Champions,Racing
Ratchet & Clank Future: A Crack in Time,Platform
Def Jam Vendetta,Fighting
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,Action
Halo 3,Shooter
Madden NFL 07,Sports
Bushido Blade,Fighting
Country Dance,Misc
J-League Pro Soccer Club wo Tsukurou! 2,Sports
Star Wars Jedi Knight: Jedi Academy,Shooter
Persona 4: Golden,Role-Playing
X-Plane 10 Global,Simulation
Honki de Manabu: LEC de Goukaku - DS Takuchi Tatemono Torihiki Shuninsha,Misc
Pac-Man World Rally,Racing
Muppets Party Cruise,Misc
Hot Shots Golf: World Invitational,Sports
Animal Planet: Vet Collection,Simulation
Thief (2014),Action
James Pond: Codename Robocod,Platform
Metal Gear Solid: Snake Eater 3D,Action
Military History: Commander - Europe at War,Strategy
Castlevania: Harmony of Dissonance,Platform
NASCAR 14,Racing
Time Crisis: Razing Storm,Shooter
Are You Smarter Than A 5th Grader?,Misc
Legend of Mana,Role-Playing
Ski-Doo Snowmobile Challenge,Racing
Transformers,Shooter
WRC 6,Racing
How to Train Your Dragon 2,Adventure
Kingdom: Ikkitousen no Ken,Action
Yu-Gi-Oh! Forbidden Memories (JP sales),Role-Playing
Pokemon X/Pokemon Y,Role-Playing
Chameleon Twist 2,Platform
Blues Clues: Blues Big Musical,Misc
Gurumin: A Monstrous Adventure,Role-Playing
LEGO Battles: Ninjago,Strategy
Ken to Mahou to Gakuen Mono. 3D,Role-Playing
Classic NES Series: Zelda II: The Adventure of Link,Adventure
Vandal Hearts II,Strategy
World Championship Cards,Misc
ATV Quad Power Racing 2,Racing
Playmobil Knights,Action
Carmen Sandiego: The Secret of the Stolen Drums,Action
Regular Show: Mordecai & Rigby in 8-Bit Land,Action
Cross Channel: In Memory of All People,Adventure
NCAA Basketball 10,Sports
Idol Janshi Suchie-Pai IV,Misc
Nobunagas Ambition: Tenshouki with Power-Up Kit HD Version,Strategy
Singularity,Shooter
Dead or Alive 4,Fighting
The Elder Scrolls V: Skyrim,Role-Playing
State of Decay,Strategy
Ultra Bust-A-Move,Puzzle
Uncharted: The Nathan Drake Collection,Action
Ski and Shoot,Sports
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,Adventure
Fantastic 4: Flame On,Action
Sonic and the Secret Rings,Platform
Tennis no Oji-Sama: Driving Smash! Side King,Sports
Jinsei Game Q DS: Shouwa no Dekigoto,Misc
Tenchu: Dark Secret,Action
Snood,Puzzle
PowerSlave,Shooter
Stranger of Sword City,Role-Playing
Uprising X,Action
Super R-Type,Shooter
Super Power League,Sports
Grand Prix Legends,Racing
Robotech: Battlecry,Shooter
Super Football,Sports
Soul Edge,Fighting
Crysis 3,Shooter
Jet Li: Rise to Honor,Action
Dragon Ball Z: Budokai 3,Fighting
San-X Character Channel: All-Star Daishuugou!,Action
Ace Combat: Joint Assault,Simulation
All-Star Slammin D-Ball,Sports
Paper Mario: Sticker Star,Role-Playing
Q*bert,Puzzle
Camping Mama: Outdoor Adventures,Simulation
Super Trucks Racing,Racing
The Stronghold Collection,Strategy
Brave: A Warriors Tale,Action
Need for Speed: The Run,Action
Zen-Nippon GT Senshuken,Racing
TRINITY: Souls of Zill Oll,Role-Playing
Toro to Morimori,Misc
Overlord: Dark Legend,Action
Hakuouki DS,Adventure
Hanasaku Manimani,Adventure
Grandia,Role-Playing
Tiger Woods PGA Tour 06,Sports
Burnout Paradise,Racing
Max Payne 2: The Fall of Max Payne,Shooter
BeatMania IIDX 13: DistorteD,Simulation
Winx Club: Saving Alfea ,Action
Mini Ninjas,Action
Harvest Moon: Sunshine Islands,Simulation
Far East of Eden Zero,Role-Playing
Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,Role-Playing
WipEout,Action
Senko no Ronde DUO,Fighting
Battle Soccer: Field no Hasha,Sports
Warcraft III: The Frozen Throne,Strategy
NiGHTS into dreams...,Platform
TrackMania Turbo: Build to Race,Racing
Duke Nukem Trilogy: Critical Mass,Shooter
ShellShock 2: Blood Trails,Shooter
Smart Bom,Puzzle
Vigilante 8: 2nd Offense,Racing
Custom Drive,Action
ESPN NBA 2K5,Sports
Fate/kaleid liner Prisma Illya,Action
Rhapsody: A Musical Adventure,Role-Playing
Gallop Racer 2000,Sports
Demon Gaze 2,Role-Playing
Shining Wind,Role-Playing
Divinity II: The Dragon Knight Saga,Role-Playing
futureU: The Prep Game for SAT,Misc
Go Diego Go! Safari Rescue,Action
Rinne no Lagrange: Kamogawa Days,Adventure
LittleBigPlanet Karting,Action
Disney Magical World,Adventure
FlatOut: Ultimate Carnage,Racing
Nickelodeon Fit,Sports
DoDonPachi Resurrection,Shooter
Clover no Kuni no Alice: Wonderful Wonder World,Adventure
Corvette,Racing
Super Monkey Ball: Step & Roll,Action
The Legend of Zelda: The Minish Cap(weekly JP sales),Action
4x4 Evolution,Racing
Capcom vs. SNK,Fighting
PQ: Practical Intelligence Quotient,Puzzle
Sitting Ducks,Platform
Command & Conquer: Red Alert,Strategy
We Sing Encore,Misc
Disney's Atlantis: The Lost Empire,Platform
Strawberry Shortcake: Game Boy Advance Video Volume 1,Misc
Power Rangers: S.P.D.,Action
Yoshi Topsy-Turvy,Platform
Yu-Gi-Oh! Forbidden Memories,Role-Playing
Fatal Fury 2,Fighting
NHL Open Ice,Sports
Descent Maximum,Shooter
Nintendo Puzzle Collection,Puzzle
King Arthur II,Strategy
The Penguins of Madagascar,Action
Dark Cloud,Role-Playing
Sumioni,Action
Solitaire Overload Plus,Misc
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action
Chrono Cross,Role-Playing
Worldwide Soccer,Sports
Naruto: Clash of Ninja 2,Fighting
Call of Duty: Black Ops 3,Shooter
My Hero Academia: Battle for All,Action
Triple Play 2001,Sports
Backyard NFL Football 08,Sports
San Francisco Rush: Extreme Racing,Racing
Mahjong Fight Clu,Misc
Exhibition Volume 03,Misc
Godzilla Unleashed: Double Smash,Action
Final Fantasy Collection,Role-Playing
Imagine: Detective,Simulation
Final Fantasy XI: Wings of the Goddess,Role-Playing
Guitar Hero: Smash Hits,Misc
Sonic Adventure,Platform
Magical Vacation,Role-Playing
Xenosaga Episode III: Also sprach Zarathustra,Role-Playing
Duke Nukem: Land of the Babes,Shooter
VR Golf 97,Sports
K-ON! Houkago Live!!,Misc
Corpse Party: Blood Covered - Repeated Fear,Adventure
Monster Hunter Freedom Unite,Role-Playing
Golden Sun,Role-Playing
Codename: Kids Next Door: Operation S.O.D.A.,Platform
Nettou! Powerful Koushien,Sports
The Chronicles of Narnia: Prince Caspian,Action
Dancing Blade II: Tears of Eden,Adventure
Fatal Frame 2: Wii Edition,Action
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,Role-Playing
Professor Layton and the Unwound Future,Puzzle
Seek and Destroy,Racing
Taiko no Tatsujin: Don Don! Mystery Adventure,Action
Sushi Go-Round,Simulation
Princess Saver! Eternal Love for My Lady,Adventure
Konami Krazy Racers,Racing
Theresia...,Adventure
Cloudy With a Chance of Meatballs,Platform
Hatsune Miku: Project Diva F 2nd,Misc
Katamari Damacy,Puzzle
The House of the Dead: Overkill,Shooter
Enkeltbillet ,Adventure
Triple Play 98,Sports
MX vs. ATV: Alive,Racing
Disney's Tarzan / Disney's Aladdin in Nasiras Revenge / Disney's The Emperors New Groove Action Game,Misc
Super Castlevania IV,Platform
Star Ocean 5: Integrity and Faithlessness,Role-Playing
Vegas Casino,Misc
Largo Winch .// Commando Sar,Adventure
Scarlett: Nichijou no Kyoukaisen,Adventure
Tetris Worlds (Online Edition),Puzzle
Dave Mirra Freestyle BMX 2,Sports
Freedom Wings,Simulation
Amagami,Adventure
Frogger: The Great Quest,Platform
The LEGO Movie Videogame,Action
Oyaku de Asoberu DS Ehon: Ukkari Penelope,Simulation
.hack//G.U. Vol.1//Rebirth,Role-Playing
OverBlood,Action
Neo Atlas,Strategy
Island Xtreme Stunts,Action
Ecco the Dolphin,Adventure
J Legend Retsuden,Misc
Dungeon Explorer: Warriors of Ancient Arts,Role-Playing
Black & White,Strategy
Renai 0 Kilometer,Adventure
San Goku Shi DS 2,Strategy
NFL GameDay 2003,Sports
Mario Sports Mix,Sports
Hatsune Miku: Project Diva X,Misc
Shadows of the Damned,Action
La Corda dOro 4,Action
White Knight Chronicles II,Role-Playing
Hail to the Chimp,Misc
Final Fantasy II Anniversary Edition,Role-Playing
Tengen Toppa Gurren-Lagann,Action
Marvel Super Hero Squad,Fighting
The Sims 3: Ambitions,Simulation
The Void,Adventure
Sim Theme Park,Strategy
Harukanaru Toki no Naka de 5: Kazahanaki,Role-Playing
Kao the Kangaroo,Platform
The Chronicles of Riddick: Assault on Dark Athena,Shooter
Harvest Moon: The Lost Valley,Simulation
Shovel Knight,Platform
Street Fighter II: Special Champion Edition,Fighting
My Stop Smoking Coach: Allen Carrs EasyWay,Misc
NCAA GameBreaker 2004,Sports
Super Collapse! II,Puzzle
Sengoku Cyber: Fujimaru Jigokuhen,Strategy
Cube,Puzzle
Broken Sword: Shadows of the Templars - The Directors Cut,Adventure
Dance Central 3,Misc
Triple Pack: Xbox Live Arcade Compilation,Misc
Houkago Shounen,Misc
Nobunagas Ambition (3DS),Simulation
Dance Sensation!,Misc
Marvel Superheroes 3D: Grandmasters Challenge,Action
Shuumatsu Otome Gensou Alicematic Apocalypse,Adventure
Extreme-G: XG2,Racing
Yu-Gi-Oh! 5Ds Tag Force 5,Strategy
Petz: Dogz Family,Simulation
Pretty Cure All Stars Everyone Gather ? Lets Dance!,Misc
Steins;Gate,Adventure
Saints Row: The Third,Action
Mystery Case Files: Dire Grove,Adventure
.hack//Mutation Part 2,Role-Playing
FIFA 17,Sports
Interactive Storybook DS Series 1,Misc
Tom Clancys Splinter Cell 3D,Action
Slam Dunk: Yonkyo Taiketsu!!,Sports
Makai Ouji: Devils and Realist - Dairiou no Hihou,Action
Spider-Man 3,Platform
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,Misc
Langrisser III,Strategy
Wing Arms,Shooter
Game Center CX: Arino no Chousenjou 2,Action
GTI Club: Supermini Festa!,Racing
Gothic Universe,Role-Playing
Divinity II: Flames of Vengeance,Role-Playing
Tactical Guild,Role-Playing
Jikkyou Powerful Pro Yakyuu 99 Kaimakuban,Sports
Simple 2000 Series Wii Vol. 2: The Party Game,Misc
Disney Golf,Sports
Tetris 2,Puzzle
Togainu no Chi: True Blood,Adventure
Blue Dragon Plus,Role-Playing
Pursuit Force: Extreme Justice,Action
ScreamRide,Simulation
Lethal Enforcers I & II,Shooter
Power Pro Kun Pocket 13,Sports
Prince of Persia: Revelations,Adventure
Sonic Riders,Racing
Uncharted 2: Among Thieves,Action
"Roswell Conspiracies: Aliens, Myths & Legends",Action
7th Dragon,Role-Playing
Resident Evil Directors Cut,Action
Rayman Raving Rabbids 2,Misc
Downhill Domination,Racing
Transformer: Rise of the Dark Spark (3DS),Role-Playing
Little Battlers eXperience: Wars,Strategy
Muv-Luv Alternative,Simulation
Final Doom,Shooter
Crash City Mayhem,Racing
Atelier Iris 3: Grand Phantasm (JP Sales),Role-Playing
Crash: Twinsanity,Platform
DoraMoji: Nobita no Kanji Daisakusen,Misc
Steel Battalion,Simulation
The Amazing Spider-Man (DS & Mobile Versions),Action
Disney's Donald Duck Advance,Platform
Zettai Geigeki Wars,Action
Smurf: Rescue In Gargamels Castle,Action
Power Pro Kun Pocket 12,Sports
Kurogane no Linebarrels,Role-Playing
Darkened Skye,Adventure
Netsu Chu! Pro Yakyuu 2003,Sports
Samurai Warriors 4,Action
Tokimeki Memorial: Girls Side 2nd Season,Adventure
Ginga Tetsudou 999 DS,Adventure
Picross 2,Puzzle
Monster Kingdom: Jewel Summoner,Role-Playing
FIFA Soccer 2002,Sports
The Fairly Odd Parents: Enter the Cleft,Platform
Reload: Target Down,Shooter
BlazBlue: Continuum Shift II,Fighting
SSX Blur,Sports
Mortal Kombat,Fighting
Fishermans Bait 2: Big Ol Bass,Sports
Nancy Drew: The Model Mysteries,Puzzle
Hyakumanton no Bara Bara,Strategy
Kung Fu Rider,Action
We Sing 80s,Misc
Medarot 4: Kabuto / Kuwagata Version,Role-Playing
Metal Slug 4 & 5,Shooter
MC Groovz Dance Craze,Misc
PQ2: Practical Intelligence Quotient,Puzzle
Igor: The Game,Adventure
Wolfenstein: The New Order,Shooter
Momotarou Dentetsu V,Misc
2014 FIFA World Cup Brazil,Sports
Saka Agari Hurricane Portable,Adventure
Werewolves Within,Misc
Kouchuu Ouja Mushi King,Action
Dai-4-Ji Super Robot Taisen S,Strategy
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,Adventure
Pokemon Snap,Simulation
MLB 13: The Show,Sports
Buzz! Junior: Jungle Party,Misc
Microsoft Flight Simulator 2004: A Century of Flight,Simulation
State of Emergency 2,Shooter
Accel World: Kasoku no Chouten,Adventure
Sonic Rush,Platform
NCAA Final Four 2001,Sports
Imagine: Zookeeper,Simulation
Growlanser: Heritage of War,Role-Playing
Fatal Fury: Battle Archives Volume 2 (JP sales),Fighting
Garfield: The Search for Pooky,Platform
Tank! Tank! Tank!,Action
Winning Post 3,Racing
Vegas Party,Misc
Gacharoku,Misc
Pursuit Force,Racing
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,Sports
Professor Layton and the Diabolical Box,Puzzle
Spyro: Shadow Legacy,Action
Medabots 8,Role-Playing
MotionSports: Adrenaline,Sports
Mega Man Battle Chip Challenge,Misc
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,Action
Army Men: Air Attack 2,Action
Bogey: Dead 6,Simulation
Mr. Driller,Puzzle
World of Warcraft,Role-Playing
Disney's DuckTales,Platform
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,Role-Playing
Checkers,Misc
DemiKids: Dark Version,Role-Playing
WWE Survivor Series,Fighting
Trine,Action
Touch Detective (JP sales),Adventure
Namco Museum Vol.4,Misc
Agatha Christie: Peril at End House,Adventure
Ace Attorney 6,Adventure
Thats So Raven,Adventure
Tales of the Tempest,Role-Playing
Saturday Night Slam Masters,Fighting
Jeremy McGrath Supercross 2000,Racing
